,WMO ID,Calib Type,Num Prof,RMSE(0-2000m),RMSE(500-2000m),RMSE(1000-2000m),RMSE_ADJ(0-2000m),RMSE_ADJ(500-2000m),RMSE_ADJ(1000-2000m),File
644,5903629,1,108.0,17.43662349779898,16.126220343461735,11.284467423576634,8.268810189753111,9.50929656889217,5.4735073940205545,compare_woa_v3/5903629_26lev.nc
645,5903630,3,298.0,nan,nan,nan,nan,nan,nan,compare_woa_v3/5903630_26lev.nc
646,5903649,1,444.0,19.011886215994295,18.28954471951041,13.971194892511955,12.00518321871871,13.676605726772882,9.185267357699722,compare_woa_v3/5903649_26lev.nc
647,5903656,1,278.0,18.85070386252886,14.148713295582082,13.899666349593648,12.125846878197912,8.973886881182732,7.538735864186406,compare_woa_v3/5903656_26lev.nc
648,5903660,3,321.0,nan,nan,nan,nan,nan,nan,compare_woa_v3/5903660_26lev.nc
649,5903677,1,266.0,15.261294181666736,13.274706496934977,9.433662022506462,13.725086888147993,12.874694427450812,10.138648695017194,compare_woa_v3/5903677_26lev.nc
650,5903678,1,533.0,16.511309834634133,13.359946773117205,10.333185265930833,11.804953248067246,10.640378294467038,7.683932828447756,compare_woa_v3/5903678_26lev.nc
651,5903679,1,420.0,15.57456999530887,13.603543543391215,9.389299207378492,10.596386369370041,10.944881204509675,7.87124053101342,compare_woa_v3/5903679_26lev.nc
652,5903711,2,78.0,nan,nan,nan,32.542985572786264,7.504853285836543,nan,compare_woa_v3/5903711_26lev.nc
653,5903712,1,286.0,nan,nan,nan,22.473780940025787,10.993413011641485,nan,compare_woa_v3/5903712_26lev.nc
654,5903713,3,15.0,nan,nan,nan,11.508438323666784,5.343204761133755,7.41232208042868,compare_woa_v3/5903713_26lev.nc
655,5903714,2,281.0,nan,nan,nan,22.18048048210516,11.68730410827009,nan,compare_woa_v3/5903714_26lev.nc
656,5903717,2,325.0,nan,nan,nan,25.53869519062638,11.438133515536759,nan,compare_woa_v3/5903717_26lev.nc
657,5903718,2,250.0,nan,nan,nan,15.187566130803535,18.61827768444907,nan,compare_woa_v3/5903718_26lev.nc
658,5903719,3,173.0,nan,nan,nan,13.315331162668206,7.787620126039758,4.674625650922703,compare_woa_v3/5903719_26lev.nc
659,5903720,3,152.0,nan,nan,nan,15.527590628812002,4.939834186084276,4.223216522672253,compare_woa_v3/5903720_26lev.nc
660,5903721,4,6.9468971058192e-310,nan,nan,nan,nan,nan,nan,
